(AGIO), 15000,01/29/2025, 20026726, P
(ABNB), 15000,01/24/2025, 20026726, S
(APG), 15000,01/07/2025, 20026726, P
(AVGO), 15000,01/30/2025, 20026726, S
(AVGO), 15000,01/29/2025, 20026726, P
(CACI), 50000,01/31/2025, 20026726, P
(STZ), 15000,01/13/2025, 20026726, P
(CRNX), 15000,01/29/2025, 20026726, P
(CCI), 15000,01/24/2025, 20026726, P
(CVS), 15000,01/24/2025, 20026726, P
(XRAY), 15000,01/07/2025, 20026726, S
(XRAY), 15000,01/08/2025, 20026726, S
(DG), 15000,01/24/2025, 20026726, S
(D), 15000,01/24/2025, 20026726, S
(EIX), 15000,01/24/2025, 20026726, S
(FERG), 15000,01/07/2025, 20026726, P
(F), 15000,01/24/2025, 20026726, P
(FTV), 15000,01/07/2025, 20026726, P
(GDDY), 15000,01/07/2025, 20026726, S
(HE), 100000,01/31/2025, 20026726, P
(ICFI), 15000,02/03/2025, 20026726, S
(INTA), 15000,01/22/2025, 20026726, S
(ISRG), 15000,01/30/2025, 20026726, P
(JNJ), 15000,01/24/2025, 20026726, S
(KLAC), 15000,01/13/2025, 20026726, S
(LRCX), 50000,01/28/2025, 20026726, S
(LNTH), 15000,01/28/2025, 20026726, P
(LNTH), 15000,01/13/2025, 20026726, P
(LNTH), 15000,01/07/2025, 20026726, P
(LNTH), 15000,01/08/2025, 20026726, P
(MCK), 15000,01/24/2025, 20026726, S
(MRK), 15000,01/24/2025, 20026726, S
(MSFT), 15000,01/24/2025, 20026726, P
(MDLZ), 15000,01/24/2025, 20026726, S
(PCG), 15000,01/24/2025, 20026726, S
(PLTR), 15000,01/24/2025, 20026726, P
(PAR), 15000,01/22/2025, 20026726, P
(FNA), 15000,01/29/2025, 20026726, P
(LUV), 15000,01/24/2025, 20026726, P
(SWTX), 15000,01/29/2025, 20026726, P
(TCTZF), 15000,01/09/2025, 20026726, S
(CI), 15000,01/24/2025, 20026726, S
(SJM), 15000,01/24/2025, 20026726, S
(USPH), 15000,01/29/2025, 20026726, P
(UNH), 50000,01/24/2025, 20026726, P
(WAB), 50000,01/13/2025, 20026726, S
(WAB), 15000,01/07/2025, 20026726, S
(WTW), 15000,01/28/2025, 20026726, P
(WTW), 50000,01/13/2025, 20026726, P
